Label;indegree;outdegree;Degree;modularity_class;eigencentrality;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;X;Y;Size;Color
DjumadiPartose1;2;0;2;596;0.011459;0;0;0;0;0.704581;0.388996;0.005848;"#dd99e5"
DPR_RI;12;0;12;596;0.057139;0;0;0;0;0.600433;0.449239;0.064327;"#dd99e5"
AnakPetaniBiasa;1;2;3;596;0.004568;1;1;1;0;0.658693;0.419605;0.011696;"#dd99e5"
rizkyimanpusoko;0;1;1;359;0;2;0.666667;0.75;0;0.67063;0.591679;0;"#ff86ff"
zamire;0;2;2;63;0;1;1;1;0;0.66998;0.909158;0.005848;"#c0c0c0"
DIDIK_RODENT;1;0;1;63;0.004568;0;0;0;0;0.684605;0.889194;0;"#c0c0c0"
blisonny;4;0;4;63;0.018272;0;0;0;0;0.647271;0.905897;0.017544;"#c0c0c0"
a_brecetan;0;1;1;359;0;1;1;1;0;0.698505;0.675191;0;"#ff86ff"
PreciosaKanti;4;0;4;359;0.018272;0;0;0;0;0.648737;0.660832;0.017544;"#ff86ff"
zenstrive;0;1;1;359;0;2;0.666667;0.75;0;0.684633;0.592005;0;"#ff86ff"
napierstation;0;1;1;39;0;1;1;1;0;0.199312;0.496568;0;"#7cce00"
berdamai_dungu;0;1;1;536;0;1;1;1;0;0.730124;0.344204;0;"#ffa584"
nabiylarisfa;7;0;7;74;0.031976;0;0;0;0;0.613926;0.753086;0.035088;"#c0c0c0"
Mr_coolsz;0;2;2;596;0;1;1;1;0;0.359753;0.383873;0.005848;"#dd99e5"
Gank_Of_Petojo;1;0;1;596;0.004568;0;0;0;0;0.299937;0.339667;0;"#dd99e5"
Wahid06sulis;0;1;1;359;0;2;0.666667;0.75;0;0.680716;0.630502;0;"#ff86ff"
democrazymedia;8;0;8;333;0.036544;0;0;0;0;0.364504;0.288552;0.040936;"#ff7b00"
saplatheamazing;0;1;1;359;0;2;0.666667;0.75;0;0.667211;0.627983;0;"#ff86ff"
RAjja072;0;1;1;359;0;2;0.666667;0.75;0;0.675073;0.616359;0;"#ff86ff"
Piomonn;0;1;1;39;0;1;1;1;0;0.203941;0.525382;0;"#7cce00"
Faozan_adz;0;1;1;39;0;1;1;1;0;0.210424;0.514804;0;"#7cce00"
Nutmegjazz;0;1;1;359;0;2;0.666667;0.75;0;0.644897;0.619088;0;"#ff86ff"
tokyoIune;0;1;1;39;0;1;1;1;0;0.194914;0.51107;0;"#7cce00"
GlHindu;0;1;1;536;0;1;1;1;0;0.660978;0.527422;0;"#ffa584"
yourpannn;0;1;1;74;0;1;1;1;0;0.633647;0.794466;0;"#c0c0c0"
SOktafitri1304;0;8;8;608;0;1;1;1;0;0.537637;0.556726;0.040936;"#00d737"
Yattie2023;1;0;1;608;0.004568;0;0;0;0;0.565165;0.602786;0;"#00d737"
bengkeldodo;8;0;8;608;0.063712;0;0;0;0;0.612113;0.536179;0.040936;"#00d737"
DokterTifa;15;0;15;233;0.06852;0;0;0;0;0.635049;0.525959;0.081871;"#dba600"
Rocky_Antonie;3;0;3;608;0.013704;0;0;0;0;0.447793;0.635635;0.011696;"#00d737"
gtobing2903;6;0;6;608;0.03527;0;0;0;0;0.529145;0.52118;0.02924;"#00d737"
miggy_joe;1;0;1;608;0.004568;0;0;0;0;0.553092;0.624201;0;"#00d737"
put776;0;3;3;233;0;1;1;1;0;0.683118;0.363174;0.011696;"#dba600"
irwanrgafar;0;1;1;359;0;3;0.5;0.516667;0;0.498861;0.671682;0;"#ff86ff"
frans_surya;1;18;19;359;0.004568;2;0.95;0.973684;0.000001;0.487389;0.617756;0.105263;"#ff86ff"
UCimahi52041;0;3;3;39;0;1;1;1;0;0.382102;0.48879;0.011696;"#7cce00"
xquitavee;2;0;2;608;0.009136;0;0;0;0;0.451995;0.54831;0.005848;"#00d737"
alvinsuganda;0;1;1;5;0;1;1;1;0;0.325598;0.112594;0;"#c0c0c0"
y4n_yodas;0;1;1;359;0;1;1;1;0;0.213015;0.645478;0;"#ff86ff"
dhollyt;0;2;2;359;0;2;0.75;0.833333;0;0.318252;0.530333;0.005848;"#ff86ff"
kakekapustaja;0;1;1;47;0;1;1;1;0;0.411212;0.064424;0;"#c0c0c0"
boahamncook;1;0;1;47;0.004568;0;0;0;0;0.397126;0.065382;0;"#c0c0c0"
Ysario_twitz;0;1;1;74;0;1;1;1;0;0.619242;0.767692;0;"#c0c0c0"
YusufWi70781128;0;1;1;48;0;2;0.666667;0.75;0;0.346953;0.125722;0;"#c0c0c0"
satriohendri;2;1;3;48;0.009136;1;1;1;0;0.332273;0.1281;0.011696;"#c0c0c0"
DiegoSammmuel;0;3;3;49;0;1;1;1;0;0.180459;0.341804;0.011696;"#c0c0c0"
alexb14ck;1;0;1;49;0.004568;0;0;0;0;0.158335;0.334542;0;"#c0c0c0"
draftanakunpad2;1;0;1;49;0.004568;0;0;0;0;0.175372;0.355993;0;"#c0c0c0"
fantasshyy;1;0;1;49;0.004568;0;0;0;0;0.18997;0.353274;0;"#c0c0c0"
stenlyssimo;0;2;2;359;0;1;1;1;0;0.315486;0.648046;0.005848;"#ff86ff"
rsydy_;0;1;1;74;0;1;1;1;0;0.610435;0.77866;0;"#c0c0c0"
be__ruang;0;1;1;50;0;1;1;1;0;0.614447;0.02856;0;"#c0c0c0"
vanfikry;1;0;1;50;0.004568;0;0;0;0;0.627459;0.033195;0;"#c0c0c0"
MasBolali;0;1;1;51;0;1;1;1;0;0.873929;0.264482;0;"#c0c0c0"
sgits1;1;0;1;51;0.004568;0;0;0;0;0.890559;0.268823;0;"#c0c0c0"
ara_sofyan;0;1;1;52;0;1;1;1;0;0.789065;0.147679;0;"#c0c0c0"
shrlooji;1;0;1;52;0.004568;0;0;0;0;0.783927;0.131616;0;"#c0c0c0"
ipin6657379815;0;1;1;333;0;1;1;1;0;0.339588;0.246512;0;"#ff7b00"
Mdy_Asmara1701;23;1;24;246;0.105064;1;1;1;0.000001;0.409003;0.454709;0.134503;"#35b3ff"
piecesofmeiy;0;1;1;120;0;1;1;1;0;0.243151;0.490438;0;"#005c50"
kompascom;33;0;33;120;0.161067;0;0;0;0;0.314189;0.484811;0.187135;"#005c50"
capricorn_Meh;1;0;1;74;0.004568;0;0;0;0;0.575505;0.829003;0;"#c0c0c0"
sawar1886390;0;5;5;148;0;1;1;1;0;0.480761;0.378503;0.023392;"#00a7d4"
KemenkeuRI;13;0;13;163;0.061707;0;0;0;0;0.544558;0.446735;0.070175;"#4d6400"
Heraloebss;5;0;5;148;0.02284;0;0;0;0;0.499692;0.338584;0.023392;"#00a7d4"
AbuRoufan;0;1;1;359;0;1;1;1;0;0.208838;0.631951;0;"#ff86ff"
fasmufas;0;1;1;110;0;1;1;1;0;0.793229;0.318207;0;"#99d27a"
Manse_Mangat;0;1;1;337;0;2;0.529412;0.555556;0;0.580502;0.795274;0;"#5d426a"
PUTRY_NUSANTARA;2;8;10;337;0.009136;1;1;1;0.000001;0.570604;0.75147;0.052632;"#5d426a"
aditbeem;0;1;1;246;0;2;0.666667;0.75;0;0.353572;0.418883;0;"#35b3ff"
Abdoeljegger202;0;1;1;53;0;1;1;1;0;0.138001;0.265245;0;"#c0c0c0"
AmmarGill;4;0;4;53;0.018272;0;0;0;0;0.117332;0.282706;0.017544;"#c0c0c0"
pengemb4r44;0;1;1;54;0;1;1;1;0;0.177258;0.699305;0;"#c0c0c0"
PelatihT1dur;3;0;3;54;0.013704;0;0;0;0;0.173854;0.718194;0.011696;"#c0c0c0"
bagwoll;0;1;1;233;0;1;1;1;0;0.744156;0.431677;0;"#dba600"
frizkin90;0;1;1;55;0;1;1;1;0;0.249281;0.126479;0;"#c0c0c0"
jejak_mutan;1;0;1;55;0.004568;0;0;0;0;0.258716;0.113158;0;"#c0c0c0"
SyawalSora;0;1;1;53;0;1;1;1;0;0.11985;0.296771;0;"#c0c0c0"
ArikJez;0;1;1;53;0;1;1;1;0;0.117694;0.310663;0;"#c0c0c0"
PeduliAnakNegri;0;2;2;359;0;1;1;1;0;0.796869;0.427124;0.005848;"#ff86ff"
nenglaela93;1;0;1;359;0.004568;0;0;0;0;0.819565;0.390229;0;"#ff86ff"
liaasister;2;0;2;359;0.009136;0;0;0;0;0.769447;0.464949;0.005848;"#ff86ff"
Dejavuu33;0;1;1;53;0;1;1;1;0;0.100128;0.264687;0;"#c0c0c0"
Yanzswg;0;2;2;74;0;1;1;1;0;0.606488;0.677704;0.005848;"#c0c0c0"
Prihantana23;0;1;1;359;0;1;1;1;0;0.592282;0.600784;0;"#ff86ff"
BillyAnugrah11;0;4;4;287;0;1;1;1;0;0.521354;0.591201;0.017544;"#babaaf"
bayuwidodoo;1;0;1;287;0.004568;0;0;0;0;0.540204;0.669272;0;"#babaaf"
heriputranto;1;0;1;287;0.004568;0;0;0;0;0.556063;0.648445;0;"#babaaf"
hwangppil;0;1;1;56;0;1;1;1;0;0.102878;0.376498;0;"#c0c0c0"
strayinjeong;1;0;1;56;0.004568;0;0;0;0;0.106827;0.362447;0;"#c0c0c0"
Ryu_Umarov13;0;1;1;57;0;1;1;1;0;0.470756;0.946042;0;"#c0c0c0"
ezash;3;0;3;57;0.013704;0;0;0;0;0.495423;0.943378;0.011696;"#c0c0c0"
raymondchins;1;0;1;158;0.004568;0;0;0;0;0.755968;0.48323;0;"#853b22"
ikutnyuit;0;2;2;113;0;2;0.75;0.833333;0;0.614113;0.120799;0.005848;"#c0c0c0"
keuangan;1;0;1;113;0.004568;0;0;0;0;0.58566;0.114663;0;"#c0c0c0"
keuangannews_id;1;1;2;113;0.004568;1;1;1;0;0.633925;0.121322;0.005848;"#c0c0c0"
kaizyblue;0;2;2;110;0;1;1;1;0;0.791949;0.352912;0.005848;"#99d27a"
rrcchjun;2;0;2;110;0.009136;0;0;0;0;0.791628;0.366938;0.005848;"#99d27a"
kentangmay0;0;1;1;58;0;1;1;1;0;0.03697;0.397539;0;"#c0c0c0"
Outstandjing;2;0;2;58;0.009136;0;0;0;0;0.012929;0.389335;0.005848;"#c0c0c0"
telenouvela;0;1;1;59;0;1;1;1;0;0.283462;0.065577;0;"#c0c0c0"
javascribt;1;0;1;59;0.004568;0;0;0;0;0.272716;0.086008;0;"#c0c0c0"
xxxAlinaaa;0;2;2;110;0;1;1;1;0;0.778151;0.35273;0.005848;"#99d27a"
kmadytiab;0;4;4;287;0;1;1;1;0;0.528924;0.778043;0.017544;"#babaaf"
gerryhusaen;1;0;1;287;0.004568;0;0;0;0;0.537572;0.813281;0;"#babaaf"
AgusSiswanto789;1;0;1;287;0.004568;0;0;0;0;0.550249;0.820997;0;"#babaaf"
h_6usti;1;0;1;287;0.004568;0;0;0;0;0.560404;0.782876;0;"#babaaf"
leonazhari_;0;1;1;287;0;1;1;1;0;0.511295;0.728333;0;"#babaaf"
mauzakasta;0;1;1;60;0;1;1;1;0;0.05635;0.269284;0;"#c0c0c0"
DoankWarto;1;0;1;60;0.004568;0;0;0;0;0.07456;0.252512;0;"#c0c0c0"
ManusiaFanaaa;0;2;2;287;0;1;1;1;0;0.446888;0.728506;0.005848;"#babaaf"
irhamnapermana;1;0;1;287;0.004568;0;0;0;0;0.404392;0.766391;0;"#babaaf"
SiawFung88;0;1;1;148;0;1;1;1;0;0.745904;0.321423;0;"#00a7d4"
PartaiSocmed;12;0;12;148;0.054816;0;0;0;0;0.691388;0.332398;0.064327;"#00a7d4"
funs_arthaus;0;2;2;287;0;1;1;1;0;0.533111;0.754965;0.005848;"#babaaf"
hendazay;1;0;1;287;0.004568;0;0;0;0;0.557639;0.795221;0;"#babaaf"
Zoetendel;0;2;2;344;0;1;1;1;0;0.345535;0.387249;0.005848;"#00c381"
akbarfaizal68;9;0;9;344;0.047149;0;0;0;0;0.34653;0.327891;0.046784;"#00c381"
Franken_blues;2;0;2;344;0.009136;0;0;0;0;0.383405;0.464731;0.005848;"#00c381"
tikionly;0;1;1;61;0;1;1;1;0;0.45237;0.922801;0;"#c0c0c0"
Saham_fess;1;0;1;61;0.004568;0;0;0;0;0.444087;0.910536;0;"#c0c0c0"
sekar_galuh;0;1;1;437;0;1;1;1;0;0.452891;0.212614;0;"#00d0d2"
_afaz;0;1;1;62;0;1;1;1;0;0.570736;0.10603;0;"#c0c0c0"
robyimanuel;1;0;1;62;0.004568;0;0;0;0;0.595387;0.10435;0;"#c0c0c0"
shoegazeyy;0;1;1;233;0;1;1;1;0;0.705485;0.468981;0;"#dba600"
samhugget;0;1;1;536;0;1;1;1;0;0.352594;0.252055;0;"#ffa584"
NouraFayruz;2;0;2;536;0.011459;0;0;0;0;0.37384;0.300856;0.005848;"#ffa584"
Sheptianoctav;0;1;1;20;0;1;1;1;0;0.23463;0.316411;0;"#c0c0c0"
DakotaGeorgy;0;1;1;63;0;1;1;1;0;0.655939;0.916522;0;"#c0c0c0"
pugutrigi8;0;1;1;64;0;1;1;1;0;0.615368;0.905843;0;"#c0c0c0"
Wilma_83;1;0;1;64;0.004568;0;0;0;0;0.628694;0.928119;0;"#c0c0c0"
noire172;1;0;1;370;0.004568;0;0;0;0;0.223053;0.672885;0;"#c0c0c0"
YahyaAbdRmn;0;1;1;233;0;1;1;1;0;0.638265;0.686243;0;"#dba600"
detikcom;29;0;29;233;0.132472;0;0;0;0;0.602363;0.661716;0.163743;"#dba600"
dawiguna;0;1;1;287;0;1;1;1;0;0.483411;0.747938;0;"#babaaf"
tasyajuwita;0;1;1;233;0;1;1;1;0;0.711628;0.480621;0;"#dba600"
ukhtielya;0;2;2;536;0;1;1;1;0;0.577576;0.391095;0.005848;"#ffa584"
ya2nk_usman;0;2;2;120;0;1;1;1;0;0.155243;0.465008;0.005848;"#005c50"
hrdbacot;13;0;13;120;0.059384;0;0;0;0;0.154354;0.51282;0.070175;"#005c50"
alfasaur_;0;1;1;65;0;1;1;1;0;0.093176;0.668755;0;"#c0c0c0"
marjinkiri;1;0;1;65;0.004568;0;0;0;0;0.07761;0.665759;0;"#c0c0c0"
RoyThekop;0;1;1;233;0;1;1;1;0;0.726491;0.43311;0;"#dba600"
awdyaa;0;1;1;233;0;1;1;1;0;0.692123;0.4473;0;"#dba600"
RedPinapple23;0;1;1;148;0;1;1;1;0;0.739876;0.306415;0;"#00a7d4"
irwnfzii;0;1;1;58;0;1;1;1;0;0.009295;0.403761;0;"#c0c0c0"
dsperdana;0;1;1;120;0;1;1;1;0;0.163546;0.535919;0;"#005c50"
MyIPLogger;0;1;1;287;0;1;1;1;0;0.539156;0.734428;0;"#babaaf"
shutasouma;0;1;1;370;0;1;1;1;0;0.236853;0.636081;0;"#c0c0c0"
KemenperinRI;7;0;7;370;0.031976;0;0;0;0;0.273624;0.606503;0.035088;"#c0c0c0"
Ronym96650835;0;2;2;287;0;1;1;1;0;0.473273;0.756172;0.005848;"#babaaf"
matakini;1;1;2;287;0.004568;1;1;1;0;0.462101;0.718792;0.005848;"#babaaf"
M4RKHY;0;1;1;370;0;1;1;1;0;0.239586;0.650448;0;"#c0c0c0"
Moh_Jupri;0;1;1;120;0;1;1;1;0;0.226162;0.487279;0;"#005c50"
wllyylynto_3;0;1;1;148;0;1;1;1;0;0.738193;0.333744;0;"#00a7d4"
anasrstu;0;1;1;120;0;1;1;1;0;0.377293;0.588467;0;"#005c50"
Aiereen_LEE;0;1;1;158;0;1;1;1;0;0.646136;0.25432;0;"#853b22"
AGoeci;1;2;3;287;0.004568;1;1;1;0;0.457089;0.642797;0.011696;"#babaaf"
bayuwicak14;0;1;1;120;0;1;1;1;0;0.261805;0.435617;0;"#005c50"
bacabudipekerti;0;2;2;287;0;1;1;1;0;0.526686;0.726511;0.005848;"#babaaf"
alfredodragovic;1;1;2;287;0.004568;1;1;1;0;0.526758;0.739696;0.005848;"#babaaf"
idx_channel;0;1;1;287;0;1;1;1;0;0.504483;0.752248;0;"#babaaf"
arok07_arok;0;1;1;536;0;1;1;1;0;0.444341;0.3771;0;"#ffa584"
isanasisan;0;1;1;536;0;2;0.6;0.666667;0;0.626947;0.205972;0;"#ffa584"
ericko_sinuhaji;1;2;3;536;0.004568;1;1;1;0;0.572476;0.25361;0.011696;"#ffa584"
cumabacabaca;0;1;1;333;0;1;1;1;0;0.510806;0.229053;0;"#ff7b00"
TheFeds24;0;1;1;287;0;1;1;1;0;0.499694;0.765464;0;"#babaaf"
AntonHs1073374;0;1;1;120;0;1;1;1;0;0.251967;0.442717;0;"#005c50"
adhibroke;0;1;1;75;0;1;1;1;0;0.683715;0.543038;0;"#00e3ff"
Redgerbil5;0;3;3;246;0;2;0.8;0.875;0;0.391932;0.332179;0.011696;"#35b3ff"
Teppen998;0;1;1;66;0;1;1;1;0;0.995714;0.436471;0;"#c0c0c0"
ainascnrrmt;1;0;1;66;0.004568;0;0;0;0;0.986077;0.460923;0;"#c0c0c0"
Dodolmeong1;0;2;2;158;0;1;1;1;0;0.676379;0.376237;0.005848;"#853b22"
WillaFernando;0;1;1;164;0;1;1;1;0;0.369287;0.485843;0;"#c0c0c0"
narkosun;5;0;5;164;0.02284;0;0;0;0;0.42682;0.496333;0.023392;"#c0c0c0"
_fajar_anugrah;0;2;2;287;0;1;1;1;0;0.458873;0.763611;0.005848;"#babaaf"
Tuanridwan_;1;0;1;287;0.004568;0;0;0;0;0.426695;0.806067;0;"#babaaf"
man_tan_x;0;1;1;67;0;1;1;1;0;0.193131;0.768031;0;"#c0c0c0"
walhinasional;1;0;1;67;0.004568;0;0;0;0;0.20645;0.764222;0;"#c0c0c0"
Almudattsir;0;2;2;596;0;1;1;1;0;0.343074;0.462612;0.005848;"#dd99e5"
AndiSinulingga;1;0;1;596;0.004568;0;0;0;0;0.283777;0.473939;0;"#dd99e5"
Rakyatpantura;0;4;4;596;0;2;0.833333;0.9;0;0.597485;0.467784;0.017544;"#dd99e5"
UGMYogyakarta;2;0;2;596;0.009136;0;0;0;0;0.569025;0.537338;0.005848;"#dd99e5"
tekarok007;4;1;5;596;0.018272;1;1;1;0;0.715183;0.441828;0.023392;"#dd99e5"
MakAmi78781045;1;0;1;596;0.004568;0;0;0;0;0.654252;0.47637;0;"#dd99e5"
shittypostc;1;3;4;68;0.007587;2;0.615385;0.6875;0;0.642407;0.782342;0.017544;"#c0c0c0"
AgusMagelangan;3;0;3;68;0.019741;0;0;0;0;0.673581;0.761413;0.011696;"#c0c0c0"
firdauszumo;2;0;2;68;0.015173;0;0;0;0;0.621454;0.78758;0.005848;"#c0c0c0"
SaulGoodManIndo;1;8;9;68;0.007587;1;1;1;0;0.620688;0.800727;0.046784;"#c0c0c0"
Muhamma00426238;1;0;1;68;0.007587;0;0;0;0;0.589976;0.82658;0;"#c0c0c0"
pangeransiahaan;1;0;1;68;0.007587;0;0;0;0;0.608582;0.827137;0;"#c0c0c0"
fazeprhe;1;0;1;68;0.007587;0;0;0;0;0.591884;0.804794;0;"#c0c0c0"
salmonmasehi;0;1;1;69;0;1;1;1;0;0.527618;0.148762;0;"#c0c0c0"
FarisSF97;2;0;2;69;0.009136;0;0;0;0;0.544725;0.135998;0.005848;"#c0c0c0"
chocolateayel;0;1;1;110;0;1;1;1;0;0.774182;0.340334;0;"#99d27a"
Sadar_waras;0;1;1;70;0;1;1;1;0;0.514451;0.114054;0;"#c0c0c0"
Jumianto_RK;2;0;2;70;0.009136;0;0;0;0;0.525133;0.121917;0.005848;"#c0c0c0"
onlymernella;0;1;1;110;0;1;1;1;0;0.78998;0.33983;0;"#99d27a"
CuteAbe2;0;1;1;69;0;1;1;1;0;0.554498;0.126028;0;"#c0c0c0"
Sarcofagus12;0;1;1;370;0;1;1;1;0;0.232702;0.603985;0;"#c0c0c0"
chikinreesuda46;0;1;1;618;0;1;1;1;0;0.755424;0.616861;0;"#ff56b5"
fajarrukmo;0;4;4;74;0;1;1;1;0;0.557104;0.40458;0.017544;"#c0c0c0"
solelinked;0;1;1;71;0;1;1;1;0;0.132302;0.839405;0;"#c0c0c0"
sexpistoIe;1;0;1;71;0.004568;0;0;0;0;0.143032;0.84953;0;"#c0c0c0"
psych_89;0;1;1;75;0;1;1;1;0;0.716272;0.365718;0;"#00e3ff"
bank_indonesia;2;0;2;75;0.009136;0;0;0;0;0.670279;0.412828;0.005848;"#00e3ff"
QuinFarah2;0;5;5;344;0;1;1;1;0;0.388015;0.252763;0.023392;"#00c381"
pepsicko;1;0;1;344;0.004568;0;0;0;0;0.381504;0.212576;0;"#00c381"
ShrimpandSpines;0;1;1;72;0;1;1;1;0;0.152747;0.160616;0;"#c0c0c0"
gadogadopare;1;0;1;72;0.004568;0;0;0;0;0.146367;0.147057;0;"#c0c0c0"
BocorAlusPol;4;0;4;74;0.018272;0;0;0;0;0.592383;0.571097;0.017544;"#c0c0c0"
ryantoptrwjy;1;0;1;74;0.004568;0;0;0;0;0.594559;0.352159;0;"#c0c0c0"
hambaamatir45;1;0;1;74;0.004568;0;0;0;0;0.548449;0.409839;0;"#c0c0c0"
schonesmadchenn;1;0;1;68;0.007587;0;0;0;0;0.600351;0.816992;0;"#c0c0c0"
king_crimson20;1;0;1;68;0.007587;0;0;0;0;0.58255;0.814868;0;"#c0c0c0"
Lanun_1017;1;2;3;75;0.004568;1;1;1;0;0.554436;0.341834;0.011696;"#00e3ff"
anakodok2009;1;4;5;120;0.017871;1;1;1;0.000002;0.562875;0.672227;0.023392;"#005c50"
toat_solikhin;1;0;1;120;0.010073;0;0;0;0;0.587015;0.743204;0;"#005c50"
gdlmfya;1;0;1;120;0.010073;0;0;0;0;0.578141;0.734542;0;"#005c50"
niwseir;2;0;2;120;0.014641;0;0;0;0;0.56948;0.715505;0.005848;"#005c50"
HjHitler;1;0;1;120;0.010073;0;0;0;0;0.578022;0.723091;0;"#005c50"
Mi73Hel;0;1;1;608;0;1;1;1;0;0.625466;0.217917;0;"#00d737"
MuhadklyAcho;2;0;2;608;0.016998;0;0;0;0;0.59832;0.276145;0.005848;"#00d737"
Isman_ur;0;1;1;74;0;1;1;1;0;0.619658;0.62513;0;"#c0c0c0"
oberonslayer;0;1;1;120;0;1;1;1;0;0.144883;0.502583;0;"#005c50"
nugrahapurnaa;0;1;1;158;0;1;1;1;0;0.682535;0.25749;0;"#853b22"
chargerIP;0;1;1;110;0;1;1;1;0;0.805907;0.274956;0;"#99d27a"
sanihanii;0;1;1;110;0;1;1;1;0;0.772068;0.28452;0;"#99d27a"
pudinggmanggaa;0;1;1;73;0;1;1;1;0;0.952104;0.285455;0;"#c0c0c0"
aimisyueo;1;0;1;73;0.004568;0;0;0;0;0.945695;0.297326;0;"#c0c0c0"
cokicokicok1;0;1;1;110;0;1;1;1;0;0.797448;0.32786;0;"#99d27a"
wwonsy;0;1;1;110;0;1;1;1;0;0.797741;0.300958;0;"#99d27a"
JustOrdinay;0;3;3;333;0;1;1;1;0;0.487401;0.196445;0.011696;"#ff7b00"
kucing95649;1;0;1;333;0.004568;0;0;0;0;0.498179;0.166831;0;"#ff7b00"
ryotxt46;1;0;1;333;0.004568;0;0;0;0;0.508897;0.161055;0;"#ff7b00"
MaytheforceB;0;1;1;110;0;1;1;1;0;0.777609;0.260269;0;"#99d27a"
JumardinLubis;0;2;2;120;0;1;1;1;0;0.375807;0.365797;0.005848;"#005c50"
Valerriene;0;1;1;333;0;1;1;1;0;0.492511;0.211373;0;"#ff7b00"
haipanjiishere;0;2;2;74;0;1;1;1;0;0.586819;0.668181;0.005848;"#c0c0c0"
CoachJustinL;1;0;1;74;0.004568;0;0;0;0;0.602579;0.743172;0;"#c0c0c0"
GybrantR53927;0;1;1;246;0;1;1;1;0;0.699485;0.647467;0;"#35b3ff"
ffffffffarah;0;1;1;120;0;1;1;1;0;0.150511;0.530926;0;"#005c50"
pramuditabogy;0;1;1;333;0;1;1;1;0;0.474645;0.233956;0;"#ff7b00"
Blue_oceanan;0;1;1;536;0;1;1;1;0;0.71865;0.352198;0;"#ffa584"
TksMus46494;0;1;1;75;0;2;0.666667;0.75;0;0.587987;0.585427;0;"#00e3ff"
abu_waras;9;1;10;75;0.041112;1;1;1;0;0.541465;0.531924;0.052632;"#00e3ff"
edo_heppy;0;1;1;246;0;1;1;1;0;0.285318;0.380341;0;"#35b3ff"
DedynurPalakka;4;0;4;246;0.018272;0;0;0;0;0.360112;0.395166;0.017544;"#35b3ff"
Ryo59749723;0;1;1;359;0;2;0.666667;0.75;0;0.681694;0.604894;0;"#ff86ff"
Erlangga12742;0;2;2;333;0;1;1;1;0;0.530695;0.21427;0.005848;"#ff7b00"
sumadiseloguno;1;0;1;333;0.004568;0;0;0;0;0.591206;0.185566;0;"#ff7b00"
alamsyahMPA;0;2;2;536;0;1;1;1;0;0.433042;0.508721;0.005848;"#ffa584"
fabydi08;0;3;3;76;0;1;1;1;0;0.667362;0.157504;0.011696;"#c0c0c0"
inventaris_mu;1;0;1;76;0.004568;0;0;0;0;0.653134;0.161839;0;"#c0c0c0"
bitter_daddy;1;0;1;76;0.004568;0;0;0;0;0.67731;0.167737;0;"#c0c0c0"
Jominangg;1;0;1;76;0.004568;0;0;0;0;0.690176;0.165105;0;"#c0c0c0"
perlubakwan;0;3;3;437;0;1;1;1;0;0.400742;0.268203;0.011696;"#00d0d2"
itsquaileggs;4;0;4;437;0.026134;0;0;0;0;0.469175;0.302105;0.017544;"#00d0d2"
AqiaqiH;0;1;1;77;0;1;1;1;0;0.314681;0.080562;0;"#c0c0c0"
Mr_PrasT_Jr;1;0;1;77;0.004568;0;0;0;0;0.332223;0.082507;0;"#c0c0c0"
Arnasamudra;0;4;4;370;0;2;0.7;0.785714;0;0.220364;0.602145;0.017544;"#c0c0c0"
lANZAlNAL;1;0;1;370;0.004568;0;0;0;0;0.192947;0.626467;0;"#c0c0c0"
AgusJohann;1;0;1;370;0.004568;0;0;0;0;0.191904;0.610509;0;"#c0c0c0"
StrwberrySache;1;3;4;370;0.004568;1;1;1;0;0.269663;0.568813;0.017544;"#c0c0c0"
snwrmn_;0;1;1;158;0;1;1;1;0;0.681898;0.283671;0;"#853b22"
LelaMelani10;0;2;2;120;0;1;1;1;0;0.346739;0.502516;0.005848;"#005c50"
mapedos01;1;0;1;120;0.004568;0;0;0;0;0.296638;0.452112;0;"#005c50"
sufisijawara;0;1;1;78;0;1;1;1;0;0.062032;0.668095;0;"#c0c0c0"
doktermarket;1;0;1;78;0.004568;0;0;0;0;0.064722;0.655171;0;"#c0c0c0"
tamathoughtss;0;1;1;79;0;1;1;1;0;0.225994;0.804018;0;"#c0c0c0"
YoelSumitro;1;0;1;79;0.004568;0;0;0;0;0.234102;0.816663;0;"#c0c0c0"
J_OK_i;0;3;3;80;0;1;1;1;0;0.241285;0.198158;0.011696;"#c0c0c0"
vic_hasiholan;1;0;1;80;0.004568;0;0;0;0;0.216604;0.205017;0;"#c0c0c0"
machsstaat;1;0;1;80;0.004568;0;0;0;0;0.228012;0.213051;0;"#c0c0c0"
worksfess;2;0;2;80;0.009136;0;0;0;0;0.271937;0.188793;0.005848;"#c0c0c0"
FReformasi;0;1;1;80;0;1;1;1;0;0.298502;0.182841;0;"#c0c0c0"
CokiePramuka;0;2;2;344;0;1;1;1;0;0.473838;0.50605;0.005848;"#00c381"
korantempo;4;0;4;344;0.020595;0;0;0;0;0.47013;0.55032;0.017544;"#00c381"
man_alts;0;2;2;81;0;1;1;1;0;0.78414;0.846552;0.005848;"#c0c0c0"
dauss_modjo;1;0;1;81;0.004568;0;0;0;0;0.78471;0.830249;0;"#c0c0c0"
epenchan;1;0;1;81;0.004568;0;0;0;0;0.786492;0.86152;0;"#c0c0c0"
HabisKuota2;0;1;1;536;0;1;1;1;0;0.623914;0.539866;0;"#ffa584"
japstylecold;0;1;1;287;0;1;1;1;0;0.477453;0.722749;0;"#babaaf"
mas_aro;0;1;1;287;0;1;1;1;0;0.454354;0.740111;0;"#babaaf"
